549,223,235.00,\N,\N,"2005-02-16",\N
550,275,14.50,\N,\N,"2005-02-16",\N
551,23,3.75,\N,\N,"2005-02-16",\N
552,19,7.25,\N,\N,"2005-02-16",\N
553,270,7.75,\N,\N,"2005-02-16",\N
554,130,54.95,\N,\N,"2005-02-16",\N
555,275,43.90,\N,\N,"2005-02-16",\N
556,1,5.95,\N,\N,"2005-02-16",\N
557,135,35.95,\N,\N,"2005-02-16",\N
558,231,29.90,\N,\N,"2005-02-16",\N
559,231,-1.90,\N,\N,"2005-02-16",\N
560,275,11.95,\N,\N,"2005-02-16",\N
561,262,5.00,\N,\N,"2005-02-16",\N
562,93,20.00,\N,\N,"2005-02-16",\N
563,162,30.00,\N,\N,"2005-02-16",\N
564,260,78.95,\N,\N,"2005-02-16",\N
565,260,59.95,\N,\N,"2005-02-16",\N
566,260,-23.90,\N,\N,"2005-02-16",\N
567,260,-20.00,\N,\N,"2005-02-16",\N
568,162,130.85,\N,\N,"2005-02-16",\N
569,162,-45.90,\N,\N,"2005-02-16",\N
570,230,79.00,\N,\N,"2005-02-16",\N
571,262,10.95,\N,\N,"2005-02-16",\N
572,1,11.90,\N,\N,"2005-02-16",\N
573,265,26.85,\N,\N,"2005-02-16",\N
574,265,-6.85,\N,\N,"2005-02-16",\N
575,103,0.95,\N,\N,"2005-02-16",\N
576,2,15.90,\N,\N,"2005-02-16",\N
577,202,37.90,\N,\N,"2005-02-16",\N
578,218,10.95,\N,\N,"2005-02-16",\N
579,275,45.00,\N,\N,"2005-02-16",\N
580,262,14.95,\N,\N,"2005-02-16",\N
581,262,4.00,\N,\N,"2005-02-16",\N
582,19,5.95,\N,\N,"2005-02-16",\N
583,94,29.90,\N,\N,"2005-02-16",\N
584,19,5.95,\N,\N,"2005-02-16",\N
585,93,38.00,\N,\N,"2005-02-16",\N
586,93,-13.00,\N,\N,"2005-02-16",\N
587,102,8.80,\N,\N,"2005-02-16",\N
588,26,12.95,\N,\N,"2005-02-16",\N
589,219,37.90,\N,\N,"2005-02-16",\N
590,219,18.95,\N,\N,"2005-02-16",\N
591,134,79.95,\N,\N,"2005-02-27",\N
592,134,41.95,\N,\N,"2005-02-27",\N
593,134,19.95,\N,\N,"2005-02-27",\N
594,65,680.00,\N,\N,"2005-02-27",\N
595,263,110.00,\N,\N,"2005-02-27",\N
596,263,78.50,\N,\N,"2005-02-27",\N
